loan_id,farmer_id,region,land_holding_acres,prior_loan_count,prior_defaults,crop_type,season,loan_amount,interest_rate,loan_to_land_ratio,repayment_status,days_overdue
L100274,F20274,Malshiras,3.6,1,1,Wheat,Kharif,32600,7.84,9056,"Paid On Time",0
L100275,F20275,Daund,4,3,1,Soybean,Kharif,45300,11.34,11325,Defaulted,99
L100276,F20276,Daund,4.9,1,0,Sugarcane,Rabi,57000,7.63,11633,"Paid On Time",0
L100277,F20277,Daund,2,2,1,Jowar,Kharif,22700,9.43,11350,"Paid On Time",0
L100278,F20278,Phaltan,3.4,0,0,Wheat,Kharif,61000,7.53,17941,"Paid On Time",0
L100279,F20279,Baramati,11.4,3,0,Onion,Kharif,186800,10.99,16386,Defaulted,120
L100280,F20280,Baramati,4.5,0,0,Onion,Kharif,67300,8.41,14956,"Paid On Time",0
L100281,F20281,Indapur,3.7,1,0,Wheat,Rabi,33400,9.97,9027,"Paid On Time",0
L100282,F20282,Daund,2.7,0,0,Wheat,Kharif,20200,7.85,7481,"Paid On Time",0
L100283,F20283,Phaltan,2.1,2,0,Soybean,Rabi,30000,8.76,14286,"Paid On Time",0
L100284,F20284,Daund,4.1,3,1,Jowar,Rabi,36000,7.57,8780,"Paid On Time",0
L100285,F20285,Daund,4.2,1,1,Soybean,Kharif,40300,9.75,9595,"Paid On Time",0
L100286,F20286,Malshiras,3.3,0,0,Cotton,Rabi,40300,7.02,12212,"Paid Late",54
L100287,F20287,Baramati,14.2,1,0,Sugarcane,Kharif,228700,11.97,16106,Defaulted,335
L100288,F20288,Daund,2.2,0,0,Wheat,Rabi,19200,9.08,8727,"Paid On Time",0
L100289,F20289,Daund,1.9,0,0,Soybean,Kharif,17800,10.15,9368,"Paid Late",6
L100290,F20290,Daund,2.8,2,0,Jowar,Rabi,44700,8.43,15964,"Paid On Time",0
L100291,F20291,Malshiras,3.3,1,0,Sugarcane,Kharif,52400,8.27,15879,Defaulted,189
L100292,F20292,Indapur,2,2,0,Jowar,Rabi,21000,11.23,10500,"Paid Late",53
L100293,F20293,Malshiras,4,0,0,Sugarcane,Kharif,61700,10.79,15425,Defaulted,188
L100294,F20294,Indapur,4.3,1,0,Wheat,Kharif,47600,10.22,11070,"Paid On Time",0
L100295,F20295,Daund,5.2,2,0,Soybean,Kharif,57300,10.76,11019,"Paid Late",22
L100296,F20296,Daund,2.5,1,0,Cotton,Kharif,30800,7.88,12320,"Paid On Time",0
L100297,F20297,Malshiras,7.3,0,0,Soybean,Kharif,127800,11.67,17507,"Paid On Time",0
L100298,F20298,Daund,5,3,0,Cotton,Kharif,60800,9.27,12160,"Paid On Time",0
L100299,F20299,Indapur,2.1,0,0,Sugarcane,Rabi,21100,11.34,10048,"Paid On Time",0
L100300,F20300,Baramati,2,1,0,Jowar,Kharif,17000,10.68,8500,"Paid On Time",0
L100301,F20301,Indapur,2.9,3,1,Cotton,Kharif,42300,8.43,14586,Defaulted,271
L100302,F20302,Malshiras,4.3,1,0,Wheat,Rabi,45600,9.85,10605,"Paid On Time",0
L100303,F20303,Baramati,4.7,1,0,Wheat,Rabi,57200,11.83,12170,"Paid On Time",0
L100304,F20304,Malshiras,5,3,1,Sugarcane,Kharif,68900,7.19,13780,"Paid On Time",0
L100305,F20305,Daund,10.9,0,0,Jowar,Kharif,113300,9.13,10394,"Paid On Time",0
L100306,F20306,Baramati,1.1,2,0,Jowar,Kharif,15000,10.1,13636,"Paid Late",27
L100307,F20307,Indapur,3.2,0,0,Jowar,Rabi,43200,8.7,13500,"Paid On Time",0
L100308,F20308,Daund,10.4,0,0,Jowar,Rabi,188700,8.59,18144,"Paid On Time",0
L100309,F20309,Indapur,5.4,3,0,Wheat,Rabi,65200,10.74,12074,"Paid On Time",0
L100310,F20310,Baramati,1.8,2,0,Onion,Rabi,15900,11.58,8833,"Paid On Time",0
L100311,F20311,Phaltan,3.9,1,1,Sugarcane,Rabi,30400,9.69,7795,"Paid On Time",0
L100312,F20312,Phaltan,3.1,2,0,Sugarcane,Rabi,26300,11.74,8484,"Paid On Time",0
L100313,F20313,Baramati,3,2,0,Wheat,Rabi,35200,7.51,11733,"Paid On Time",0
L100314,F20314,Indapur,2.5,0,0,Cotton,Rabi,29000,8.14,11600,"Paid On Time",0
L100315,F20315,Indapur,3.7,1,0,Wheat,Rabi,32400,7.44,8757,Defaulted,302
L100316,F20316,Phaltan,6.5,2,0,Soybean,Rabi,111100,9.18,17092,"Paid On Time",0
L100317,F20317,Phaltan,2.6,1,0,Cotton,Kharif,27200,10.13,10462,"Paid On Time",0
L100318,F20318,Phaltan,5,1,0,Jowar,Kharif,46700,8,9340,"Paid On Time",0
L100319,F20319,Malshiras,5.6,3,0,Sugarcane,Kharif,99200,9.24,17714,"Paid On Time",0
L100320,F20320,Phaltan,7.3,1,0,Sugarcane,Kharif,76200,10.42,10438,Defaulted,105
L100321,F20321,Indapur,2,1,0,Wheat,Rabi,19100,10.2,9550,Defaulted,125
L100322,F20322,Baramati,3.5,0,0,Jowar,Rabi,62500,10.15,17857,"Paid On Time",0
L100323,F20323,Phaltan,2.3,3,0,Jowar,Kharif,23600,10.03,10261,Defaulted,282
L100324,F20324,Malshiras,3.7,3,0,Cotton,Kharif,27100,11.93,7324,"Paid On Time",0
L100325,F20325,Malshiras,3.7,1,0,Jowar,Kharif,38300,10.57,10351,"Paid On Time",0
L100326,F20326,Indapur,1.7,1,0,Wheat,Rabi,31200,11.54,18353,"Paid On Time",0
L100327,F20327,Indapur,3.8,2,1,Jowar,Rabi,45700,11.76,12026,"Paid On Time",0
L100328,F20328,Baramati,11.3,0,0,Sugarcane,Kharif,137100,11.3,12133,"Paid Late",20
L100329,F20329,Baramati,4.7,1,1,Cotton,Kharif,36200,7.48,7702,"Paid On Time",0
L100330,F20330,Daund,1.5,4,2,Soybean,Rabi,15000,9.65,10000,"Paid On Time",0
L100331,F20331,Daund,1.9,1,0,Soybean,Rabi,23800,8.91,12526,"Paid On Time",0
L100332,F20332,Indapur,3.4,1,0,Sugarcane,Rabi,65400,7.49,19235,"Paid On Time",0
L100333,F20333,Indapur,1.9,0,0,Soybean,Kharif,15000,9.82,7895,"Paid On Time",0
L100334,F20334,Malshiras,7.1,1,0,Wheat,Kharif,76400,8.06,10761,Defaulted,210
L100335,F20335,Daund,1.4,2,0,Cotton,Rabi,15100,9.91,10786,"Paid On Time",0
L100336,F20336,Malshiras,4.7,3,0,Soybean,Kharif,59000,11.09,12553,Defaulted,145
L100337,F20337,Malshiras,1.2,3,0,Cotton,Rabi,15000,8.97,12500,"Paid Late",25
L100338,F20338,Indapur,3.4,2,0,Jowar,Rabi,26400,11.75,7765,"Paid On Time",0
L100339,F20339,Indapur,1.7,4,1,Wheat,Kharif,22700,10.83,13353,"Paid Late",26
L100340,F20340,Malshiras,5.2,2,0,Soybean,Kharif,60500,11.02,11635,"Paid Late",42
L100341,F20341,Phaltan,6.4,0,0,Onion,Rabi,70600,7.56,11031,"Paid On Time",0
L100342,F20342,Indapur,4.3,2,1,Wheat,Rabi,49700,11.71,11558,"Paid On Time",0
L100343,F20343,Phaltan,6.5,2,1,Cotton,Kharif,55300,7.17,8508,Defaulted,194
L100344,F20344,Daund,0.7,2,0,Wheat,Rabi,15000,11.22,21429,"Paid Late",23
L100345,F20345,Malshiras,3.8,0,0,Onion,Kharif,45000,7.15,11842,"Paid On Time",0
L100346,F20346,Indapur,4.7,0,0,Sugarcane,Rabi,59400,7.81,12638,"Paid On Time",0
L100347,F20347,Malshiras,5,0,0,Wheat,Rabi,60300,8.58,12060,"Paid On Time",0
L100348,F20348,Malshiras,4.5,1,0,Sugarcane,Kharif,48900,10.69,10867,"Paid Late",8
L100349,F20349,Baramati,5.1,1,0,Jowar,Rabi,92100,11.5,18059,Defaulted,318
L100350,F20350,Baramati,3.8,1,1,Wheat,Rabi,57100,10.33,15026,"Paid On Time",0
L100351,F20351,Daund,1.5,2,0,Onion,Rabi,16100,10.64,10733,"Paid On Time",0
L100352,F20352,Baramati,2.4,5,1,Wheat,Kharif,15900,8.45,6625,"Paid Late",48
L100353,F20353,Indapur,7.1,1,0,Sugarcane,Rabi,79100,11.88,11141,"Paid On Time",0
L100354,F20354,Daund,6.6,5,0,Soybean,Rabi,79900,9.04,12106,"Paid On Time",0
L100355,F20355,Malshiras,4.6,1,1,Onion,Kharif,54900,11.56,11935,Defaulted,128
L100356,F20356,Malshiras,5.3,2,1,Cotton,Kharif,70200,10.9,13245,"Paid Late",46
L100357,F20357,Baramati,6.2,0,0,Sugarcane,Rabi,63900,8.84,10306,Defaulted,178
L100358,F20358,Malshiras,4.6,1,0,Wheat,Rabi,72400,8.72,15739,"Paid On Time",0
L100359,F20359,Baramati,7,2,0,Soybean,Kharif,74600,10.4,10657,"Paid On Time",0
L100360,F20360,Phaltan,6.8,2,0,Sugarcane,Rabi,86300,11.7,12691,"Paid On Time",0
L100361,F20361,Malshiras,13.4,1,0,Cotton,Kharif,128000,10.36,9552,Defaulted,209
L100362,F20362,Malshiras,2.5,1,0,Cotton,Rabi,16200,11.29,6480,Defaulted,115
L100363,F20363,Indapur,2.5,0,0,Wheat,Kharif,31400,11.83,12560,"Paid On Time",0
L100364,F20364,Malshiras,4.4,0,0,Soybean,Kharif,44200,8.65,10045,"Paid On Time",0
L100365,F20365,Baramati,10,0,0,Soybean,Rabi,137900,9.69,13790,"Paid On Time",0
L100366,F20366,Daund,7.3,1,0,Jowar,Rabi,119100,10.05,16315,"Paid On Time",0
L100367,F20367,Daund,5.7,1,0,Cotton,Kharif,61700,8.09,10825,"Paid On Time",0
L100368,F20368,Indapur,7.6,2,1,Wheat,Rabi,90500,10.99,11908,"Paid Late",43
L100369,F20369,Baramati,4.7,0,0,Cotton,Rabi,60500,8.31,12872,"Paid On Time",0
L100370,F20370,Phaltan,2.9,0,0,Soybean,Rabi,40900,10.53,14103,"Paid On Time",0
L100371,F20371,Indapur,11.5,2,0,Soybean,Kharif,144800,9.62,12591,"Paid On Time",0
L100372,F20372,Phaltan,4.5,2,0,Wheat,Kharif,43100,11.18,9578,"Paid On Time",0
L100373,F20373,Daund,6.7,2,0,Onion,Rabi,57400,9.56,8567,"Paid On Time",0
L100374,F20374,Indapur,0.7,2,2,Cotton,Rabi,15000,9.93,21429,"Paid On Time",0
L100375,F20375,Malshiras,0.8,2,1,Sugarcane,Kharif,15000,7.91,18750,"Paid Late",24
L100376,F20376,Baramati,3.9,2,0,Soybean,Kharif,55100,11.04,14128,"Paid On Time",0
L100377,F20377,Phaltan,1.9,1,0,Soybean,Kharif,33700,9.01,17737,"Paid Late",35
L100378,F20378,Phaltan,4.1,1,0,Cotton,Kharif,68600,9.9,16732,"Paid On Time",0
L100379,F20379,Indapur,2.5,3,0,Jowar,Rabi,22000,11.23,8800,"Paid On Time",0
L100380,F20380,Indapur,14.5,4,0,Jowar,Kharif,197100,9.4,13593,Defaulted,326
L100381,F20381,Baramati,6.4,1,0,Soybean,Rabi,82500,8.37,12891,"Paid On Time",0
L100382,F20382,Malshiras,8,1,0,Soybean,Rabi,94900,8.33,11862,"Paid On Time",0
L100383,F20383,Malshiras,0.9,0,0,Sugarcane,Kharif,15000,9.83,16667,"Paid On Time",0
L100384,F20384,Indapur,5.6,2,0,Soybean,Rabi,84200,8.46,15036,"Paid On Time",0
L100385,F20385,Baramati,3.1,0,0,Wheat,Kharif,37800,8.69,12194,"Paid On Time",0
L100386,F20386,Baramati,8.1,2,0,Jowar,Kharif,67700,8.17,8358,"Paid On Time",0
L100387,F20387,Baramati,5.1,1,0,Soybean,Kharif,57400,9.23,11255,"Paid Late",21
L100388,F20388,Malshiras,3.4,2,0,Sugarcane,Kharif,43800,9.33,12882,"Paid Late",31
L100389,F20389,Malshiras,1.6,1,0,Sugarcane,Kharif,15000,9.63,9375,"Paid On Time",0
L100390,F20390,Baramati,3.8,1,1,Sugarcane,Rabi,34900,9.96,9184,"Paid On Time",0
L100391,F20391,Phaltan,7,1,0,Onion,Kharif,72100,9.94,10300,"Paid On Time",0
L100392,F20392,Baramati,8.4,0,0,Jowar,Kharif,108600,8.84,12929,"Paid Late",16
L100393,F20393,Indapur,2.8,1,0,Jowar,Rabi,32400,11.5,11571,"Paid Late",58
L100394,F20394,Daund,13.1,2,0,Jowar,Rabi,222400,9.56,16977,"Paid On Time",0
L100395,F20395,Phaltan,6.7,2,0,Sugarcane,Kharif,102500,11.16,15299,Defaulted,362
L100396,F20396,Malshiras,1.9,0,0,Wheat,Kharif,15800,9.79,8316,"Paid On Time",0
L100397,F20397,Baramati,1.7,1,0,Wheat,Kharif,18900,8.85,11118,"Paid On Time",0
L100398,F20398,Baramati,3.2,3,0,Cotton,Kharif,45900,10.69,14344,Defaulted,294
L100399,F20399,Indapur,2.8,1,0,Soybean,Kharif,41800,7.88,14929,"Paid On Time",0
L100400,F20400,Indapur,4.7,0,0,Wheat,Rabi,65200,11.85,13872,"Paid On Time",0
L100401,F20401,Malshiras,3.6,0,0,Jowar,Kharif,31600,9.86,8778,"Paid On Time",0
L100402,F20402,Phaltan,2.9,1,0,Sugarcane,Kharif,37300,7.52,12862,"Paid On Time",0
L100403,F20403,Indapur,1.2,1,0,Jowar,Rabi,15600,9.11,13000,"Paid On Time",0
L100404,F20404,Malshiras,5.2,0,0,Onion,Kharif,78000,10.56,15000,Defaulted,281
L100405,F20405,Daund,1.2,3,0,Onion,Kharif,19700,7.34,16417,"Paid Late",33
L100406,F20406,Daund,6.7,1,0,Sugarcane,Rabi,82500,8.31,12313,Defaulted,332
L100407,F20407,Daund,0.9,1,0,Cotton,Kharif,15000,11.62,16667,"Paid On Time",0
L100408,F20408,Baramati,1.1,4,0,Wheat,Kharif,16800,8.78,15273,Defaulted,237
L100409,F20409,Malshiras,1.9,3,0,Cotton,Kharif,20700,7.8,10895,"Paid On Time",0
L100410,F20410,Baramati,2.6,1,0,Sugarcane,Rabi,37800,7.49,14538,Defaulted,184
L100411,F20411,Baramati,2.3,1,0,Jowar,Rabi,28200,10.1,12261,"Paid On Time",0
L100412,F20412,Indapur,2.6,0,0,Sugarcane,Kharif,32300,9.79,12423,Defaulted,364
L100413,F20413,Indapur,4.1,1,0,Soybean,Kharif,57300,10.24,13976,"Paid On Time",0
L100414,F20414,Baramati,2,1,0,Onion,Kharif,28300,11.79,14150,"Paid On Time",0
L100415,F20415,Baramati,4.2,0,0,Soybean,Kharif,43600,7.3,10381,Defaulted,357
L100416,F20416,Phaltan,0.7,2,0,Onion,Rabi,15000,7.99,21429,"Paid On Time",0
L100417,F20417,Malshiras,1.9,0,0,Soybean,Rabi,15600,8.17,8211,"Paid Late",10
L100418,F20418,Baramati,1.1,2,1,Cotton,Kharif,15000,9.14,13636,"Paid On Time",0
L100419,F20419,Indapur,6.6,0,0,Sugarcane,Kharif,94900,7.61,14379,"Paid On Time",0
L100420,F20420,Daund,2.1,3,1,Cotton,Rabi,20800,9.05,9905,Defaulted,280
L100421,F20421,Malshiras,5,0,0,Cotton,Kharif,51200,11.08,10240,"Paid Late",29
L100422,F20422,Phaltan,1,0,0,Jowar,Kharif,15000,7.82,15000,"Paid On Time",0
L100423,F20423,Phaltan,8.3,4,0,Onion,Rabi,98600,11.58,11880,"Paid On Time",0
L100424,F20424,Daund,3.7,2,1,Sugarcane,Kharif,43600,11.56,11784,Defaulted,172
L100425,F20425,Daund,3.5,1,0,Sugarcane,Kharif,39100,9.56,11171,"Paid On Time",0
L100426,F20426,Baramati,1.2,4,1,Wheat,Kharif,15000,11.3,12500,"Paid On Time",0
L100427,F20427,Malshiras,1.8,0,0,Soybean,Rabi,15000,10.56,8333,"Paid On Time",0
L100428,F20428,Malshiras,3,3,0,Cotton,Rabi,20600,8.78,6867,"Paid On Time",0
L100429,F20429,Baramati,1.8,1,0,Cotton,Kharif,16500,9.81,9167,"Paid On Time",0
L100430,F20430,Phaltan,6.2,3,2,Cotton,Rabi,105100,7.58,16952,"Paid On Time",0
L100431,F20431,Baramati,3.6,1,0,Soybean,Kharif,49200,9.48,13667,Defaulted,286
L100432,F20432,Phaltan,1.8,1,0,Sugarcane,Rabi,24000,11.15,13333,Defaulted,251
L100433,F20433,Malshiras,5.7,2,0,Wheat,Kharif,72500,9.93,12719,"Paid Late",47
L100434,F20434,Baramati,2.7,2,0,Cotton,Kharif,20200,8.91,7481,Defaulted,117
L100435,F20435,Daund,5.5,1,1,Soybean,Rabi,97600,10.32,17745,Defaulted,122
L100436,F20436,Baramati,2.5,2,0,Soybean,Kharif,30600,11.88,12240,"Paid On Time",0
L100437,F20437,Daund,4.8,2,1,Cotton,Rabi,74000,7.34,15417,"Paid Late",56
L100438,F20438,Malshiras,2.7,2,1,Jowar,Kharif,41200,8.65,15259,"Paid On Time",0
L100439,F20439,Baramati,6.2,2,0,Wheat,Kharif,70900,7.78,11435,Defaulted,185
L100440,F20440,Indapur,1,4,0,Jowar,Kharif,15000,11.78,15000,"Paid On Time",0
L100441,F20441,Malshiras,1.5,0,0,Soybean,Kharif,15300,9.73,10200,"Paid On Time",0
L100442,F20442,Indapur,3.2,4,0,Soybean,Kharif,40900,7.65,12781,"Paid On Time",0
L100443,F20443,Baramati,2.2,1,0,Cotton,Kharif,25400,10.06,11545,"Paid On Time",0
L100444,F20444,Daund,2.6,4,0,Soybean,Kharif,42900,9.5,16500,"Paid On Time",0
L100445,F20445,Daund,5.2,0,0,Wheat,Rabi,44800,7.3,8615,"Paid On Time",0
L100446,F20446,Phaltan,2.6,1,0,Soybean,Rabi,30500,11.32,11731,"Paid Late",48
L100447,F20447,Indapur,4.3,2,1,Sugarcane,Kharif,57000,10.55,13256,"Paid On Time",0
L100448,F20448,Malshiras,1.9,0,0,Cotton,Kharif,15000,7.03,7895,Defaulted,387
L100449,F20449,Daund,0.9,3,0,Sugarcane,Kharif,15000,11.8,16667,"Paid On Time",0
L100450,F20450,Indapur,5.5,0,0,Cotton,Kharif,60500,7.8,11000,"Paid Late",36
L100451,F20451,Malshiras,9.5,1,0,Wheat,Kharif,120600,7,12695,"Paid On Time",0
L100452,F20452,Malshiras,4,2,0,Onion,Kharif,47300,9.14,11825,"Paid On Time",0
L100453,F20453,Daund,3.3,2,0,Sugarcane,Rabi,30100,7.7,9121,"Paid On Time",0
L100454,F20454,Baramati,3.7,1,0,Sugarcane,Rabi,43300,9.85,11703,"Paid On Time",0
L100455,F20455,Daund,7.6,3,0,Cotton,Kharif,99600,8.56,13105,"Paid On Time",0
L100456,F20456,Daund,4,1,0,Sugarcane,Kharif,59700,7.93,14925,"Paid Late",37
L100457,F20457,Baramati,5.6,1,0,Wheat,Kharif,44200,11.93,7893,Defaulted,184
L100458,F20458,Phaltan,5.5,1,0,Sugarcane,Kharif,71100,8.66,12927,Defaulted,394
L100459,F20459,Malshiras,6.6,3,1,Onion,Kharif,109300,9.07,16561,"Paid Late",12
L100460,F20460,Baramati,3.2,0,0,Jowar,Kharif,26200,8.47,8188,"Paid Late",40
L100461,F20461,Phaltan,2.4,1,0,Soybean,Kharif,26700,11.18,11125,"Paid On Time",0
L100462,F20462,Baramati,4.9,0,0,Onion,Kharif,40300,7.98,8224,"Paid Late",42
L100463,F20463,Phaltan,6.3,2,1,Wheat,Rabi,65900,7.64,10460,"Paid Late",41
L100464,F20464,Daund,7,1,1,Onion,Kharif,99200,11.41,14171,"Paid On Time",0
L100465,F20465,Baramati,8.2,0,0,Cotton,Rabi,131000,7.92,15976,Defaulted,383
L100466,F20466,Malshiras,5.9,2,0,Onion,Kharif,75900,11.29,12864,"Paid On Time",0
L100467,F20467,Baramati,2.4,1,1,Sugarcane,Kharif,21400,9.89,8917,"Paid On Time",0
L100468,F20468,Daund,4,2,0,Cotton,Kharif,68900,11.12,17225,"Paid On Time",0
L100469,F20469,Baramati,3.8,2,0,Onion,Kharif,40200,7.35,10579,"Paid Late",53
L100470,F20470,Malshiras,3.5,0,0,Cotton,Kharif,32600,11.82,9314,Defaulted,294
L100471,F20471,Phaltan,4.9,0,0,Cotton,Kharif,48100,8.5,9816,"Paid Late",43
L100472,F20472,Malshiras,3,1,0,Sugarcane,Kharif,39000,7.29,13000,"Paid On Time",0
L100473,F20473,Daund,3,2,1,Sugarcane,Kharif,46200,10.82,15400,Defaulted,116
L100474,F20474,Daund,9.8,2,1,Cotton,Kharif,121900,7.89,12439,Defaulted,117
L100475,F20475,Phaltan,3.3,2,1,Soybean,Rabi,52000,8.76,15758,"Paid On Time",0
L100476,F20476,Phaltan,6.5,2,2,Soybean,Rabi,54800,9.97,8431,"Paid On Time",0
L100477,F20477,Malshiras,6.8,3,0,Jowar,Rabi,86900,7.34,12779,"Paid On Time",0
L100478,F20478,Baramati,4.1,1,0,Sugarcane,Rabi,70400,8.01,17171,Defaulted,194
L100479,F20479,Phaltan,3.1,3,0,Jowar,Kharif,57700,9.45,18613,"Paid On Time",0
L100480,F20480,Baramati,2,5,0,Soybean,Rabi,27600,9.11,13800,"Paid On Time",0
L100481,F20481,Indapur,1.2,3,0,Jowar,Kharif,15000,9.79,12500,"Paid On Time",0
L100482,F20482,Malshiras,5.1,1,1,Jowar,Kharif,80300,10.64,15745,Defaulted,236
L100483,F20483,Indapur,4.5,1,0,Onion,Rabi,41300,8.76,9178,Defaulted,253
L100484,F20484,Phaltan,5.6,1,0,Sugarcane,Kharif,61900,9.02,11054,Defaulted,105
L100485,F20485,Daund,2.5,2,1,Soybean,Kharif,23900,8.36,9560,"Paid Late",33
L100486,F20486,Indapur,10.4,3,1,Onion,Kharif,70000,8.7,6731,"Paid Late",19
L100487,F20487,Indapur,4.7,0,0,Wheat,Kharif,65800,7.26,14000,Defaulted,166
L100488,F20488,Daund,3.3,3,0,Sugarcane,Kharif,35500,9.9,10758,"Paid Late",49
L100489,F20489,Phaltan,0.9,3,0,Wheat,Rabi,15000,7.86,16667,"Paid Late",55
L100490,F20490,Phaltan,2.7,3,1,Jowar,Kharif,25600,10.58,9481,Defaulted,366
L100491,F20491,Malshiras,5.7,1,0,Cotton,Kharif,82500,7.21,14474,"Paid Late",59
L100492,F20492,Malshiras,8.1,2,0,Wheat,Kharif,82000,7.3,10123,"Paid On Time",0
L100493,F20493,Phaltan,3.6,0,0,Jowar,Rabi,32300,8.42,8972,Defaulted,220
L100494,F20494,Phaltan,8.9,2,0,Soybean,Rabi,91200,9.19,10247,"Paid On Time",0
L100495,F20495,Indapur,1.9,1,0,Sugarcane,Rabi,27400,10.47,14421,"Paid On Time",0
L100496,F20496,Daund,4.6,3,0,Soybean,Kharif,60300,10.46,13109,"Paid Late",35
L100497,F20497,Baramati,4.6,3,0,Wheat,Kharif,53400,11.87,11609,"Paid On Time",0
L100498,F20498,Indapur,5.1,0,0,Soybean,Kharif,82300,8.76,16137,"Paid Late",13
L100499,F20499,Malshiras,3.9,1,0,Wheat,Rabi,64200,7.3,16462,Defaulted,276
L100500,F20500,Daund,4.4,2,0,Soybean,Kharif,32600,11.31,7409,"Paid On Time",0
L100501,F20501,Baramati,1.8,3,0,Jowar,Rabi,23800,10.65,13222,"Paid Late",28
L100502,F20502,Phaltan,7.6,0,0,Jowar,Kharif,94200,7.34,12395,"Paid Late",42
L100503,F20503,Malshiras,6.1,2,0,Jowar,Rabi,82600,7.42,13541,"Paid On Time",0
L100504,F20504,Malshiras,4.3,1,0,Soybean,Kharif,65300,9.38,15186,"Paid Late",17
L100505,F20505,Indapur,6.2,2,0,Sugarcane,Kharif,51300,8.71,8274,"Paid On Time",0
L100506,F20506,Daund,7.8,3,2,Wheat,Kharif,112800,9.98,14462,"Paid On Time",0
L100507,F20507,Daund,5.1,1,0,Sugarcane,Rabi,86600,8.1,16980,"Paid Late",5
L100508,F20508,Indapur,11.1,2,0,Soybean,Rabi,82300,11.8,7414,"Paid Late",23
L100509,F20509,Indapur,5.3,2,0,Sugarcane,Kharif,81400,9.56,15358,Defaulted,183
L100510,F20510,Indapur,2,3,1,Soybean,Rabi,30300,10.75,15150,Defaulted,231
L100511,F20511,Malshiras,4.2,0,0,Wheat,Kharif,68600,7.63,16333,"Paid On Time",0
L100512,F20512,Phaltan,6.4,0,0,Soybean,Kharif,80200,10.08,12531,"Paid On Time",0
L100513,F20513,Malshiras,7.8,3,0,Soybean,Kharif,89400,11.33,11462,"Paid Late",59
L100514,F20514,Malshiras,4,1,0,Sugarcane,Kharif,52300,7.11,13075,"Paid On Time",0
L100515,F20515,Malshiras,1.9,1,0,Cotton,Rabi,15200,9.7,8000,"Paid On Time",0
L100516,F20516,Baramati,3.1,0,0,Soybean,Kharif,50000,8.23,16129,"Paid On Time",0
L100517,F20517,Malshiras,1.4,2,0,Jowar,Kharif,15300,9.39,10929,"Paid Late",28
L100518,F20518,Baramati,5.7,1,0,Jowar,Kharif,76900,11.08,13491,Defaulted,182
L100519,F20519,Daund,2.7,0,0,Onion,Rabi,24500,10.45,9074,"Paid On Time",0
L100520,F20520,Daund,2.2,0,0,Sugarcane,Rabi,35800,10.77,16273,"Paid Late",31
L100521,F20521,Indapur,6,2,0,Cotton,Rabi,87100,8.06,14517,Defaulted,304
L100522,F20522,Baramati,8.8,1,1,Soybean,Kharif,104700,11.16,11898,Defaulted,276
L100523,F20523,Baramati,2.2,4,2,Wheat,Kharif,27600,10.07,12545,"Paid Late",48
L100524,F20524,Malshiras,4,1,0,Wheat,Kharif,40700,7.35,10175,"Paid On Time",0
L100525,F20525,Indapur,3.2,4,1,Jowar,Rabi,28200,11.31,8812,Defaulted,190
L100526,F20526,Indapur,8,3,1,Soybean,Kharif,67600,7.28,8450,"Paid On Time",0
L100527,F20527,Malshiras,3.4,0,0,Soybean,Rabi,33800,7.14,9941,"Paid On Time",0
L100528,F20528,Baramati,1.8,0,0,Onion,Rabi,15000,11.17,8333,Defaulted,293
L100529,F20529,Malshiras,3.5,0,0,Cotton,Rabi,56400,7.07,16114,"Paid On Time",0
L100530,F20530,Malshiras,7,1,1,Jowar,Rabi,66900,7.44,9557,Defaulted,389
L100531,F20531,Daund,3,3,0,Wheat,Kharif,26300,7.08,8767,Defaulted,311
L100532,F20532,Baramati,2.4,2,2,Sugarcane,Kharif,18600,11.4,7750,"Paid On Time",0
L100533,F20533,Baramati,3.3,0,0,Onion,Kharif,33800,7.22,10242,"Paid On Time",0
L100534,F20534,Indapur,1.8,1,0,Jowar,Kharif,29200,8.86,16222,Defaulted,331
L100535,F20535,Daund,3.2,2,0,Jowar,Rabi,33700,8.08,10531,"Paid Late",16
L100536,F20536,Baramati,2.5,1,0,Sugarcane,Kharif,32700,8.71,13080,"Paid On Time",0
L100537,F20537,Daund,12.4,3,0,Sugarcane,Rabi,184400,8.45,14871,"Paid On Time",0
L100538,F20538,Baramati,1,0,0,Wheat,Rabi,15400,11.44,15400,"Paid On Time",0
L100539,F20539,Daund,2,2,1,Sugarcane,Kharif,26100,10.84,13050,"Paid On Time",0
L100540,F20540,Baramati,2.4,1,0,Sugarcane,Kharif,24900,11.43,10375,"Paid On Time",0
L100541,F20541,Phaltan,1.9,2,0,Soybean,Kharif,26500,10.6,13947,"Paid On Time",0
L100542,F20542,Baramati,4.6,1,0,Sugarcane,Kharif,50500,8.65,10978,Defaulted,149
L100543,F20543,Baramati,2.2,3,0,Wheat,Rabi,38500,7.93,17500,"Paid On Time",0
L100544,F20544,Baramati,1.3,3,0,Soybean,Rabi,15000,9.65,11538,"Paid Late",39
L100545,F20545,Malshiras,3.8,1,0,Sugarcane,Rabi,33200,8.78,8737,"Paid On Time",0
L100546,F20546,Baramati,2.9,3,0,Soybean,Kharif,39800,10.22,13724,"Paid On Time",0
L100547,F20547,Daund,2.3,1,0,Sugarcane,Rabi,40400,7.19,17565,"Paid On Time",0
L100548,F20548,Daund,7.9,3,0,Sugarcane,Rabi,94800,10.56,12000,"Paid Late",40
